Sensor_ID,Timestamp,Raw_Value,Auth_Signature
Sensor_Alpha,1773037697,43.67,8a0624c6c9d9ac7b2d0aff025a7309805ffded484b88ba24e663cd6f63267b02
Sensor_Alpha,1773037699,39.76,3a131b8ceea9e051865f08b3176eb7425036fc604200e8f654878af90d0ee964
Sensor_Alpha,1773037704,35.31,a63f11d8be5816ff5659ba62d4e63119d9834a5ee7b4abd40134c09eaebc0f23
Sensor_Alpha,1773037706,37.24,efea66de0093502a07a4960dbc2b53734dddd957632e609493c4084cd3fbcf76
Sensor_Alpha,1773037708,43.38,f067dfc275e72bc3f74ef8b7f683dfb70d0ed1ea4710b36d3ce46055d249ad10
Sensor_Alpha,1773037710,25.8,fd575a5d81087f8cb901fddb186ac886a60b48b6fb0a18c05e17ff21ce4ede98
Sensor_Alpha,1773037715,22.59,1f56354b9b08ae1b8a0b1fcc8ac60b928894adcad3478813278fa907993ad399
Sensor_Alpha,1773037718,22.83,a9cbee6a445d2c0b10ae3c866b548ca72456ce2a7105f94fc51e8fa578e08f5b
Sensor_Alpha,1773037719,44.47,c212ad7ebb27769c77891959b5bffffb519b2a315a84883d4db882895eb9a568
Sensor_Alpha,1773037722,40.91,1f3db2b75c4350df041ef96d63257ff429c6d2e812d69ff15694951a151b8d42
Sensor_Alpha,1773037723,36.42,332b8c724f5e10072522d5617b4d8655f7a07590c418c155125df222ce7d3825
Sensor_Alpha,1773037726,44.82,cc9f1421ead72868d8b9eb94a77e79764a7d7c8b630489a50f397fc6c4879b36
Sensor_Alpha,1773037730,37.55,0fbb2760229f20eed27b861116720fdbbbe0bde9dde7aa3453d550d39dbebe86
Sensor_Alpha,1773037734,27.36,7486f55c4482a3a633a76fe539d72d3c087cc3dcee98ed2473dc9d068e92dcb5
Sensor_Alpha,1773037739,41.52,61b022aa90a5b96065a91149fd907afeed0280036dcec81208bdbc4c81997068
Sensor_Alpha,1773037741,34.08,dee5bbc52d61d8d4b9e2c4423d711bc24ab45058f219e06cb676384b122f4e95
Sensor_Alpha,1773037742,21.01,4008f18be99640928aeecd68edee064dfef553df5a793d473a574d3595bc0948
Sensor_Alpha,1773037745,24.75,f80f3188c29b07b3eb3a572fa443a9a08b40c847adedc1f13af37a2408b30792
Sensor_Alpha,1773037746,26.74,db082b9a06e6ecb98e999ec58150418bc5e55b4ccf783d1db5207e88bc809114
Sensor_Alpha,1773037750,28.84,d687e8939cff4b095fc1a0ba4da45f20246041d2a8285247bf84cba1f1b341a6
Sensor_Alpha,1773037753,26.03,831df341c034e3b3411f4356d9447e8b96a7368ade8c5684bbfc270ecc2eb5c9
Sensor_Alpha,1773037754,33.96,8b0d00a64d5c821b01a67045c0a601247a3eba4e04b6032715a5db0d53fd7850
Sensor_Alpha,1773037757,27.08,844d9228b8c936126a439b48c36525874b95ba111da889e6dffca564b814e641
Sensor_Alpha,1773037762,31.15,90e55e9abae9d7cc524bed8869db8d2c7f35aee9b58c73c4f2ec798b0400aa8b
Sensor_Alpha,1773037766,25.33,69061a36ae5e999fa77771e8e58948bbb2cf9baff7f530051d60725ba79780d6
Sensor_Alpha,1773037771,30.73,a49e842932a125ecd2c0e31aadc5445aff99670ca919ca2ada00e0751f9945a4
Sensor_Alpha,1773037774,44.86,e8009743282e861931430a06f3d846e6904709cb963d38061a4620c2f3438b92
Sensor_Alpha,1773037776,20.16,a47afcda37ac5a58230501d54a7a85993d8d158171c3dbfca98eb392202d9524
Sensor_Alpha,1773037781,22.6,d3d7193f3701f34487f49ac305cae6ad7aaf627a6197c2f0c5aca925a0a4bfcf
Sensor_Alpha,1773037784,36.41,47eca863dddfbd9fd1c2de7a2afb060f94f7d12b2822a57af7e76606b07e55ba
Sensor_Alpha,1773037786,31.93,d6b5607f4031dad259dc8486c4706afa795301baa92e939dc28119c947825573
Sensor_Alpha,1773037790,42.43,a2ae0277255d51d81daeacff5335d466d0a475c0471279a2d47c7a5679c28426
Sensor_Alpha,1773037794,33.24,3d8069cb7fa471df71bf70c99b44334e7a78c8129db328192685c3217dfa446b
Sensor_Alpha,1773037796,25.96,a2a3ea0a0d18605911204f86bb19141241afc536eb774045a1f588a691ee4fad
Sensor_Alpha,1773037799,33.76,3ade160d67066fc6ace56228249c55d3310c6c47048683722432ce4e13cdda6f
Sensor_Alpha,1773037801,41.79,733e29efa7b8c0fd1cc9782673657a270d98db4589afda7e36942f1b76af15de
Sensor_Alpha,1773037805,32.07,c290d8fe903e5d4a0f82dab5a878884a0e58aceffa8231e9dbe2e3d30e3456a3
Sensor_Alpha,1773037807,38.12,eea3f2d4f6994e5db098da75176f270e3151b8cb61a5482eb92167d8f7625545
Sensor_Alpha,1773037812,25.04,c2798b881564392ea100e6d4bab1371395fa617628ae52f529b2743c0db65a66
Sensor_Alpha,1773037817,38.21,1b30581329219333408ab850770888f6259fe1a508406f05870b6a87c969fd8b
Sensor_Alpha,1773037819,44.15,157fe7646631c7fc0b455c4811dd3686a809c8813ae07f9fde82f8e46fe325e2
Sensor_Alpha,1773037821,35.64,fa4a1f2d3f443bd7df3c50da2f5c5882fd144e496ba6617cd9ed60bcec4d858d
Sensor_Alpha,1773037822,32.3,11f1826d95354045ec89bba70bc9659524156168cfa88941c5f7c17f4ffda925
Sensor_Alpha,1773037824,42.04,7da1682cf8baf7b61d485c187f542ef2388ff5212866ec3952bca5531c498ece
Sensor_Alpha,1773037826,21.15,99a7d6d0436439999d09915145033e2fff0c2aed60fe5f216ddfd833752de925
Sensor_Alpha,1773037827,38.95,178f2a7970716e5145d70b2ba810605e9eb9c7c1c0c649398f9f56c3e72e4a3b
Sensor_Alpha,1773037831,26.35,8f8390a46272a180e7b5971767f692345391b62875f37d045f2336aabae52093
Sensor_Alpha,1773037832,42.88,7170ec970fa8c94cf6f367f93cdcc2a51c4e9174700094082e69a8eac3f68c61
Sensor_Alpha,1773037833,31.49,f4451076882f0df89e9f61b1235939cdec2de108a73b21c8915c654c81d60c94
Sensor_Alpha,1773037838,36.74,a70a9d24fd3338ca8ae44c98908c294a0adef54268e7f6ee30af02c8be5a3482
Sensor_Alpha,1773037839,43.84,a0a1b4a9895af125d1471f10874b1692c695afdfc5c1a17a1faef43af32be8e5
Sensor_Alpha,1773037841,42.7,03c3ef2770f1ed2b4342ebc36326fcd1b3dd76d474357cbaa6a98ac463c095fd
Sensor_Alpha,1773037843,24.57,4ba37f56b027e1ca6538df9ea69d7a94e3abb7a11cce22429c4d41fc9d8fbdfa
Sensor_Alpha,1773037847,21.19,21573a385ae3552d8d09d58301fb1a94a8116450cd17fa7098312bfe4a9f7588
Sensor_Alpha,1773037850,26.56,0be8ffb4bfc6c77ea26ba2c6963a28cb72fbd1385622b0e76520644091540d49
Sensor_Alpha,1773037852,29.05,23bd5ab21af27839633ae20e3f82c2d0e3ffcb27a271af240d18ddfbbe531999
Sensor_Alpha,1773037857,29.89,0f0126c39440735fab17fd6de338eb04a3eda3d78346762ce68a234126498ced
Sensor_Alpha,1773037858,41.58,5f893f327548ecfc2cf0662eb43dd547d552221a59f789adb9d3f71eef3e2c7a
Sensor_Alpha,1773037859,34.69,19655bcf5027bd477acfd21cb727b26fc01696135694c73148c7ae469628a4ff
Sensor_Alpha,1773037860,33.67,61b48f29b0e92f3314abd92918f6e8c4b18352f0b71f6018d0b0f8b86d11612a
Sensor_Alpha,1773037862,43.69,a3b922563496ab9c3f7306b75ec43d0b693cd3e87d48cf0f3075c0f510ea3a2d
Sensor_Alpha,1773037864,26,dc5adb4b6152ffb151d1b7c30a97f191fe1606eec2cf34f61cf126fea12f2ea9
Sensor_Alpha,1773037868,43.92,ea00f932206f13083910ff9f1733af06923b5859e6a91e308b5668f1af527d37
Sensor_Alpha,1773037873,21.16,88930da1ab5cb50c74ab403dd2d6f746ccdf59e7a2c437e6741864cd628e82fa
Sensor_Alpha,1773037875,32.63,f7f80cd111e2ed4755867b3ab5177e40fb727555ee4510068b0dc452ae73e801
Sensor_Alpha,1773037878,21.36,99d7e8cad73e0032751459073eb7e53ff0a046c74644be3f3b1170016050e12e
Sensor_Alpha,1773037881,37.39,baf08b5ec69ede821d84cc2e142fc9b6be3d02749599b5af81b90f1b0f75d1cf
Sensor_Alpha,1773037886,24.39,6a2ebf1e3ea46f699b9dd811543183a10138856d0854413230f3e8cb31f05d2f
Sensor_Alpha,1773037888,32.81,e94637c408ac0fb7f2e3280fc2a615c4f460e93e22f57db8e37fb7188f5271fb
Sensor_Alpha,1773037891,25.68,1599b2c38bc52abf9ca2dfa50750a58aa4c64db80d84f479c865c5c6a230ffd7
Sensor_Alpha,1773037894,25.31,2e376714385dfc9a2adaf9c02a09439359bd3688599000415e0a06da0300f8f1
Sensor_Alpha,1773037895,36.42,332b8c724f5e10072522d5617b4d8655f7a07590c418c155125df222ce7d3825
Sensor_Alpha,1773037900,28.98,cc7ebd661abfa6cf25ca5ddb2acb0c265d7a543ccab3db25444c936bf4a10db1
Sensor_Alpha,1773037902,24.14,93a9cbfc11b5f88b44e1707bff166ee94464944e854521684fba70a45df8ec01
Sensor_Alpha,1773037906,39.22,916ba90aa888b7fe316dcfc0687c0dad2209f4104d23a2a1a8b4b155d5c3b7ac
Sensor_Alpha,1773037907,32.78,1f9ba46cbf01e9c84bf923604c353c2eeca338c5586af31cc0d8b7e47652a7c6
Sensor_Alpha,1773037910,25.69,1f32b88f2c41767985fc95d0bcc6eb5505572f172bfbe7b2d548433167b39e16
Sensor_Alpha,1773037915,28.27,4241946e776183c617454c6d567d800d3875104177034e0f8597c30539294e68
Sensor_Alpha,1773037918,37.43,09ce00b9a0c7a89d304fe0eda625aed72d600b0499ea2539ae167463f97caffe
Sensor_Alpha,1773037920,22.64,aa91e0cdb31c6f513374aaa84ff58f6a53cb040c5abcaa746f89ff7b40a14746
Sensor_Alpha,1773037922,27.81,7976291fd3fc6c8c487d9ee0a0c29e90e91f69cd8470eba434451c61d26658a5
Sensor_Alpha,1773037927,23.26,4633d6ca43e19778d704301384adfa4d0164baaa85d9feabc7d4ee700e72bc45
Sensor_Alpha,1773037929,31.83,6c5fe372db660c029c54bd3f96016f004eb4c9989161b17e1683064e9c384017
Sensor_Alpha,1773037933,42.9,91348b36480256591b22c642116046be4f4fa64a35fd6adb6c038a6db099977e
Sensor_Alpha,1773037936,35.4,0d11337a6a1219167d2e7e4e7079d4e8e36d0907a2994d27feb76865797d1c26
Sensor_Alpha,1773037938,34.62,497596574c2f6ac5ef86f489000ff51528c2bbe5788de82bc74353abfe4a6f28
Sensor_Alpha,1773037940,44.66,d3cb780bc53bfd66303dbdb3df84bcc3561abfc4daead8a319efd35aa7fc62e7
Sensor_Alpha,1773037941,34.64,a1d61f7ed52399aab17c194d22bab526f7599cfcda39ff93b688c0b79d98481c
Sensor_Alpha,1773037944,25.86,cdd31e09042700bd987365862836007a97d550e648556fde7bfc4636c97cbd67
Sensor_Alpha,1773037948,40.88,46633709c61b637e451b946eeb35238e22f1a38a9c2534d1e5a73d4772d09ff9
Sensor_Alpha,1773037949,35.69,7618bb9adb6945916810bfbfd01951f12815f993c6835109426a134d59c91fe8
Sensor_Alpha,1773037954,21.02,055869755e98b4eaacdabef2ea36714f50b9b81f5b8fc5079ff113df578242dd
Sensor_Alpha,1773037956,31.18,434b8ac6a2c35bdf70a2fd7d85da6a0ad04edf440073cdedcd1d2e19706aee70
Sensor_Alpha,1773037960,30.14,965ffffb87c0106075b3359f081da8ccc1559ee779ff4430cc5710acb5db1d3f
Sensor_Alpha,1773037964,35.23,ce3e6fbab9665843a77469f9d4df34f7ebaa610b6389df36562b79ad2cd7f02c
Sensor_Alpha,1773037968,27.39,226e1b1482aa1ff262ea12d395c66f1e2f2f11ec21b59873cf1dc99ae1d4025f
Sensor_Alpha,1773037973,40.26,31e237d7cbbf497791e273d999a0aa9596f8c5ccd4b4979e381c8b1ba90f1cb9
Sensor_Alpha,1773037977,28.11,96e9ba729245f95d2d884678acccf41e2a2a22a0f7783869fbf26ebed9ab4d2e
Sensor_Alpha,1773037978,31.08,5ae804bbfb47857774da5d8acacddcc5bc6ddf83c778842576dcb25b0b198ac8
Sensor_Alpha,1773037980,22.1,5ed6896335c775bdd104a4d4e2d7fec5dc4213033185d872b9c1718775aba017
Sensor_Alpha,1773037981,40.66,55876d647407c594ba6e25dd3e705219860933b9369d3f4848c3dee5046eebc4
Sensor_Alpha,1773037985,44.52,41b360e19105ad49f9e4b2b950b7853004d5971d4c17e6b916426fa522634c8d
Sensor_Alpha,1773037989,21.41,ac4eff1fae29457ba9ed49853c8b8fca48eeec5bf66cb38ca26a9a7d514ee3a9
Sensor_Alpha,1773037993,21.54,21d0f12bbc4122a05ba9a481a33a14b4776d132edc9ea077fdfb619a92deb20f
Sensor_Alpha,1773037997,21.01,4008f18be99640928aeecd68edee064dfef553df5a793d473a574d3595bc0948
Sensor_Alpha,1773038002,27.86,8e2b8d994d90ef6d32c5db9183ae4e31446c91a1ed246b56818d278f746a3058
Sensor_Alpha,1773038005,42.43,a2ae0277255d51d81daeacff5335d466d0a475c0471279a2d47c7a5679c28426
Sensor_Alpha,1773038009,27.27,1c0b324ecbde41283ef1a69070b244febdcd629bd691310a91c6e5a52f71791e
Sensor_Alpha,1773038011,37.77,33ec275bc4b9b227684f755af168b235b2fd12a40b90d306a11c204fecc04094
Sensor_Alpha,1773038016,34.88,e762d4498662a36bcc621b9ca0f2b09b23dbb6089021864afd1d0e6223d0ef6a
Sensor_Alpha,1773038018,22.06,3b9663107298583ae5d15d49c59829c8abbf87240449cb814db330127b6a4b36
Sensor_Alpha,1773038019,24.66,7db8704c8309dff776a225a32ff54c35298f26c2446af586fc0763a02a57f682
Sensor_Alpha,1773038024,42.13,76b9ae8f81d34be948210aa2ea08bab98eabe97c553691b69eeb030ed5ea21d7
Sensor_Alpha,1773038029,33.59,f43d606c85d733c19aa060133bf5d5f4e8b4f7abe4f377d11a9885777bed5517
Sensor_Alpha,1773038031,27.56,2983960d60d7e22a885da5b032dc767b9add589939589578d6cb97ebd1d2d56d
Sensor_Alpha,1773038036,32.92,333330e1024e02a07f1ddf94ff27be8e01a112d606cd1d03ad6ada8efd8a07a2
Sensor_Alpha,1773038037,33.07,72b796916edb9fb143960d4022851af46dedeecda01a0e522e671e2275083e4c
Sensor_Alpha,1773038038,26.22,2d48a3d280d85c224888bb0a5486da40be8655576ebb1c51b6f32f5c85a6aca6
Sensor_Alpha,1773038042,20.47,59d2b3e879ec3c884d2fe1bae68a1c495529ad4fc264e048384d2e08a98a286f
Sensor_Alpha,1773038047,40.78,0d7164f528bb2b1b7471f32d75b9b38948fe91cefa51ff1e5e2114cae9c7ecda
Sensor_Alpha,1773038050,32.12,3d978fee55f07400595b4c9e157b4d73a71b4311c328374f6c01c1b5e4cd70d0
Sensor_Alpha,1773038052,42.58,c929e1f18bcd2996043cf89ebe403054bda684b6eff40b62fba5b7482bdc9561
Sensor_Alpha,1773038056,43.5,e0b83b626f27bd61ee23cddeaa4570d5663640ce30d0150fcd014b168a9ce8a6
Sensor_Alpha,1773038060,25.73,ac73f9471b6aae7ec6d98ee294d8ef3291cb04dec0fc5b7bfecf463164ce6045
Sensor_Alpha,1773038065,38.73,09b2d7c5d7a4a8e22919d3dd671b37a66e1d482a0ad38b638bfb1b9ec37177ac
Sensor_Alpha,1773038069,32.08,b566580e4d21282f0a6374596b6eea1036e5bc74a8cbd580e0d69e7a67289819
Sensor_Alpha,1773038070,30.66,38b0d662b52f55a95c07ff955fe79557c4efaa2913f0354304a3187c29ade500
Sensor_Alpha,1773038072,34.85,c05c14265276143d5b3df7d2cd2905dd221b1712156a2ef189db8b904d62d508
Sensor_Alpha,1773038073,41.47,8bbefd25e70985aa01ec09f0199f02124b8439a481fd07b794f22d47003698c1
Sensor_Alpha,1773038077,20.1,0d73d7cb6e79066b783fd622e245f107b8743399d1b819eb690811f3dd820344
Sensor_Alpha,1773038079,21.69,8b59396ad718bc81d41f80c6d39cb8e1b21ccf3827c5d6c99b542d309c8e700f
Sensor_Alpha,1773038084,24.26,9321c6b672e3e490b9072d67cd4296b8ffbf30ecf39fc3b434b3faea9c491618
Sensor_Alpha,1773038087,25.66,2237c29214c67fdc97601d37627420917722594d83833de80b9c0a625d0face9
Sensor_Alpha,1773038092,29.51,b8317ee77aa3e7dee8bb4a9e89f37ba4c022bdaa6234dfe0ad5d1e95da33e381
Sensor_Alpha,1773038095,28.09,1aa3ffecb1186a01ffd136d42d5022b7befcd90df87008d295cf67092dd1d2ca
Sensor_Alpha,1773038098,22.02,325b02e035c76737d69fea8bd437491931e52df442c687f064d6a77831a5274f
Sensor_Alpha,1773038099,38.47,9c08785381d1ba5f25d2678a9a78c4486c1db12a5de1c39e711a1ae93c8a1ad2
Sensor_Alpha,1773038101,39.5,7dffdb8c9199e96a76af956c48bad325c285afe3db1d7422eaafeff72fedd796
Sensor_Alpha,1773038102,34.97,5d87314829b60e6aeee7d47f1014c7ff8d575b4493ec333dab844b510c8e6b99
Sensor_Alpha,1773038105,31.85,0555eb2c5e4376efcd2c68f64557a9e4e8cd4979aa0fb72cc33056d66f8eae18
Sensor_Alpha,1773038109,37.25,ea5494bf3622b177bb5fca650862d254ee7f48d01561597d8ac9a06e7384fd96
Sensor_Alpha,1773038114,28.74,e64067bfefd06a97d8ca39a09048147e583193ac59be5976cb2cccea6b745edf
Sensor_Alpha,1773038116,28.4,3173203b5514cacae1be3e6972ec379d16110137b54c4c775d4743153dbb4faf
Sensor_Alpha,1773038120,21.9,9899682c2815039e20a01922edc1e01185047839078c652a9835a015cf147742
Sensor_Alpha,1773038125,33.18,076fddbdc1dd278e387215fbc55de4c70a451ab17a86b4aa83f4a1f1f39e1656
Sensor_Alpha,1773038130,42.82,68504a56e822a56ac3965376ead1240e6407f2beff707e8250237af30852323a
Sensor_Alpha,1773038133,20.61,81da490dbcc653f6873d3d2a6a8a4d0ffd008aca7473bf663e3c5bb0b2e5781f
Sensor_Alpha,1773038136,34.83,0e9dca606bef8971ef5b53db0f5e8797fc4908fd4c03528a9e3fd1e84b4ade10
Sensor_Alpha,1773038137,44.51,7f9b2550f5e1974a03421953fc2bbde22f9e7bcc05a117a9a1e9bbfe0b2eea01
Sensor_Alpha,1773038142,37.09,f44734e37eced236ab1d462e654df4c27d48c02a77ca5930766c94858680c301
Sensor_Alpha,1773038145,29.12,5762c753f5d6d6c1089f7ebd896645c9e404efb95612792817b8bfb347dd7677
Sensor_Alpha,1773038146,29.62,29fd3e72b4f2d5e2801d03baef9223cd6160dbb9803746dfec1497a1219b7c4a
Sensor_Alpha,1773038149,20.83,d56f464e51049b2ecf1d15a113794a8de092607c0ee618ae95e4fb7c552532ef
Sensor_Alpha,1773038153,25.52,55e38ec8767d38a4e2b6b74c7dd1ded8dca286bd6690043291d0ee6efbd75691
Sensor_Alpha,1773038157,23.25,70be0d007d6cec239ba8068022c727baed2ca91f2132893465e541294a82c4e7
Sensor_Alpha,1773038161,41.71,eefc370f53b3f953d0756f2a1ec6bb84ab46586838846c7807332ef1f31b1840
Sensor_Alpha,1773038166,25.02,e86c3f1043c3118eb31daefb7b4a907ebc74d9b101701c7c7615e0adf6ec0564
Sensor_Alpha,1773038168,24.49,0be8e663012e84f38dc39e397237579226f8be2efdce76b63c2f35d0a52e6d69
Sensor_Alpha,1773038169,24.9,dd48d208a76035ea3c05f4f4df0127d7fdf1fe7e51f870c491a8f452387bf4a5
Sensor_Alpha,1773038170,36.06,dfc514b78532409494e75a61b3c17f65a8a3123fb21f7e676aa3cba01922f147
Sensor_Alpha,1773038173,41.23,732c9d665ee05460133fb8d2ad76d1bd61518486110c9a86af334ba55c33160e
Sensor_Alpha,1773038178,37.24,efea66de0093502a07a4960dbc2b53734dddd957632e609493c4084cd3fbcf76
Sensor_Alpha,1773038179,41.28,e7b575d815b8ffb0960ca5cfbab5067415991aa2099b915f5f35615121fe3369
Sensor_Alpha,1773038180,21.65,4da9b872cf82cdf8de3ad28d0a86a1b2b0a623e37cbb808ccea0b5b4a5c483b2
Sensor_Alpha,1773038181,32.07,c290d8fe903e5d4a0f82dab5a878884a0e58aceffa8231e9dbe2e3d30e3456a3
Sensor_Alpha,1773038185,23.38,70ff050ed7603baada488f770da2af2cb73f34ab8675c97af9445f7c1094d262
Sensor_Alpha,1773038190,40.24,c9669de7fe52355b7f37b9ff77f9c7b3ebaf9d50f8737b625eb70e93687dc28d
Sensor_Alpha,1773038194,22.76,1ad043901068c56663eee8d784c6e835191708922f276a259c9734e7e878e0c5
Sensor_Alpha,1773038198,34.37,cb654f338b3bc10cbe7c09e35ba30b43d478bdcbb644e4abd223eaac13df360c
Sensor_Alpha,1773038203,22.21,b9b784f606669d4da5e27f2db037b9ea12579be7e6550bbc81a58b3d77a63689
Sensor_Alpha,1773038208,20.31,f32b9e34238b445f6315ed1f4559e9fd3be4f6c72d03e9b01068715dff658eb8
Sensor_Alpha,1773038210,39.74,68ae85bb456b72d3afd8104031840318ee1042b5d25fea99d82511a0521ec843
Sensor_Alpha,1773038215,34.62,497596574c2f6ac5ef86f489000ff51528c2bbe5788de82bc74353abfe4a6f28
Sensor_Alpha,1773038219,38.88,008cdecf9d62104c0660a84c6e4a8a44f515ed986d521b181b8db648f95b7f56
Sensor_Alpha,1773038221,43.72,9d23e12ade2cca520f11c2fbd03a3b3015942344fc5354d1326cc4d55021d48d
Sensor_Alpha,1773038226,35.57,c0fe29126ed3198c819dd6ea8004b805a82eda83e47610ed2787eda6bea285a7
